"adm_0_name","adm_1_name","adm_2_name","full_name","ISO_A0","FAO_GAUL_code","RNE_iso_code","IBGE_code","calendar_start_date","calendar_end_date","Year","dengue_total","case_definition_standardised","S_res","T_res","UUID"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2013-09-01","2013-09-07",2013,2101,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2013-09-08","2013-09-14",2013,2204,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2013-09-15","2013-09-21",2013,2231,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2013-09-22","2013-09-28",2013,2260,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2013-09-29","2013-10-05",2013,2292,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2013-10-06","2013-10-12",2013,2212,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2013-10-13","2013-10-19",2013,2404,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2013-10-20","2013-10-26",2013,2370,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2013-10-27","2013-11-02",2013,2291,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2013-11-03","2013-11-09",2013,2183,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2013-11-10","2013-11-16",2013,2469,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2013-11-17","2013-11-23",2013,2528,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2013-11-24","2013-11-30",2013,2218,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2013-12-01","2013-12-07",2013,2276,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2013-12-08","2013-12-14",2013,2311,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2013-12-15","2013-12-21",2013,1964,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2013-12-22","2013-12-28",2013,1789,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2013-12-29","2014-01-04",2013,2362,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2013-01-27","2013-02-02",2013,2046,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2013-02-03","2013-02-09",2013,2001,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2013-03-31","2013-04-06",2013,2670,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2014-01-05","2014-01-11",2014,2467,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2014-01-12","2014-01-18",2014,2338,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2014-01-19","2014-01-25",2014,2434,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2014-01-26","2014-02-01",2014,2079,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2014-02-02","2014-02-08",2014,2054,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2014-02-09","2014-02-15",2014,2014,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2014-02-16","2014-02-22",2014,2010,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2014-02-23","2014-03-01",2014,1742,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2014-03-02","2014-03-08",2014,1793,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2014-03-09","2014-03-15",2014,1884,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2014-03-16","2014-03-22",2014,1819,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2014-03-23","2014-03-29",2014,1743,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2014-03-30","2014-04-05",2014,2098,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2014-04-06","2014-04-12",2014,1839,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2014-04-13","2014-04-19",2014,1729,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2014-04-20","2014-04-26",2014,1878,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2014-04-27","2014-05-03",2014,1844,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2014-05-04","2014-05-10",2014,1816,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2014-05-11","2014-05-17",2014,1812,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2014-05-18","2014-05-24",2014,1974,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2014-05-25","2014-05-31",2014,1707,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2014-06-01","2014-06-07",2014,2011,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2014-06-08","2014-06-14",2014,2104,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2014-06-22","2014-06-28",2014,1724,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2014-06-29","2014-07-05",2014,2087,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2014-07-06","2014-07-12",2014,2149,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2014-07-13","2014-07-19",2014,2091,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2014-07-20","2014-07-26",2014,2100,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2014-07-27","2014-08-02",2014,2025,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2014-08-03","2014-08-09",2014,1836,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2014-08-10","2014-08-16",2014,1879,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2014-08-17","2014-08-23",2014,1912,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2014-08-24","2014-08-30",2014,1746,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2014-08-31","2014-09-06",2014,1869,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2014-09-07","2014-09-13",2014,2122,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2014-09-14","2014-09-20",2014,2173,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2014-09-21","2014-09-27",2014,2090,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2014-09-28","2014-10-04",2014,2149,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2014-10-05","2014-10-11",2014,2148,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2014-10-12","2014-10-18",2014,2236,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2014-10-19","2014-10-25",2014,2416,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2014-10-26","2014-11-01",2014,2207,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2014-11-02","2014-11-08",2014,2114,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2014-11-09","2014-11-15",2014,2131,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2014-11-16","2014-11-22",2014,2024,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2014-11-23","2014-11-29",2014,1849,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2014-11-30","2014-12-06",2014,2068,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2014-12-07","2014-12-13",2014,2139,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2014-12-14","2014-12-20",2014,2081,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2014-12-21","2014-12-27",2014,2038,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2014-12-28","2015-01-03",2014,2464,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2014-06-15","2014-06-21",2014,1821,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2015-03-01","2015-03-07",2015,2115,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2015-07-26","2015-08-01",2015,1366,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2015-08-30","2015-09-05",2015,1460,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2015-10-11","2015-10-17",2015,1738,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2015-10-25","2015-10-31",2015,1934,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2015-11-08","2015-11-14",2015,2245,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2015-11-22","2015-11-28",2015,2184,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2015-12-13","2015-12-19",2015,2493,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2015-01-04","2015-01-10",2015,2388,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2015-01-11","2015-01-17",2015,1992,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2015-01-18","2015-01-24",2015,1930,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2015-01-25","2015-01-31",2015,1839,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2015-02-01","2015-02-07",2015,2106,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2015-02-08","2015-02-14",2015,1977,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2015-02-15","2015-02-21",2015,2085,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2015-02-22","2015-02-28",2015,1921,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2015-03-08","2015-03-14",2015,2015,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2015-03-15","2015-03-21",2015,1967,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2015-03-22","2015-03-28",2015,1732,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2015-03-29","2015-04-04",2015,1688,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2015-04-05","2015-04-11",2015,2116,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2015-04-12","2015-04-18",2015,1807,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2015-04-19","2015-04-25",2015,1757,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2015-04-26","2015-05-02",2015,1924,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2015-05-03","2015-05-09",2015,1877,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2015-05-10","2015-05-16",2015,1850,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2015-05-17","2015-05-23",2015,1743,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2015-05-24","2015-05-30",2015,1717,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2015-05-31","2015-06-06",2015,1667,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2015-06-07","2015-06-13",2015,1507,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2015-06-14","2015-06-20",2015,1526,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2015-06-21","2015-06-27",2015,1454,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2015-06-28","2015-07-04",2015,1585,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2015-07-05","2015-07-11",2015,1577,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2015-07-12","2015-07-18",2015,1431,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2015-07-19","2015-07-25",2015,1374,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2015-08-02","2015-08-08",2015,1360,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2015-08-09","2015-08-15",2015,1280,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2015-08-16","2015-08-22",2015,1361,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2015-08-23","2015-08-29",2015,1416,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2015-09-06","2015-09-12",2015,1585,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2015-09-13","2015-09-19",2015,1664,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2015-09-20","2015-09-26",2015,1732,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2015-09-27","2015-10-03",2015,1719,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2015-10-04","2015-10-10",2015,1724,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2015-10-18","2015-10-24",2015,1917,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2015-11-01","2015-11-07",2015,2149,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2015-11-15","2015-11-21",2015,2271,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2015-11-29","2015-12-05",2015,2259,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2015-12-06","2015-12-12",2015,2457,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2015-12-20","2015-12-26",2015,2313,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2015-12-27","2016-01-02",2015,2547,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2016-01-24","2016-01-30",2016,2890,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2016-03-06","2016-03-12",2016,2630,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2016-03-13","2016-03-19",2016,2179,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2016-03-27","2016-04-02",2016,2938,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2016-04-17","2016-04-23",2016,2422,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2016-05-15","2016-05-21",2016,2844,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2016-05-22","2016-05-28",2016,2559,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2016-07-31","2016-08-06",2016,1589,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2016-08-07","2016-08-13",2016,1486,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2016-08-14","2016-08-20",2016,1528,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2016-09-18","2016-09-24",2016,1126,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2016-10-30","2016-11-05",2016,928,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2016-12-04","2016-12-10",2016,832,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2016-12-25","2016-12-31",2016,812,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2016-01-03","2016-01-09",2016,2762,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2016-01-10","2016-01-16",2016,2981,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2016-07-10","2016-07-16",2016,1920,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2016-01-17","2016-01-23",2016,3115,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2016-07-24","2016-07-30",2016,1577,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2016-01-31","2016-02-06",2016,3289,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2016-02-07","2016-02-13",2016,3180,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2016-02-14","2016-02-20",2016,3007,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2016-02-21","2016-02-27",2016,2661,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2016-02-29","2016-03-05",2016,2906,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2016-03-20","2016-03-26",2016,2244,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2016-10-16","2016-10-22",2016,1035,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2016-04-03","2016-04-09",2016,2440,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2016-11-06","2016-11-12",2016,924,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2016-04-10","2016-04-16",2016,2658,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2016-04-24","2016-04-30",2016,2491,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2016-05-01","2016-05-07",2016,2544,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2016-05-08","2016-05-14",2016,2699,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2016-05-29","2016-06-04",2016,2578,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2016-06-05","2016-06-11",2016,2543,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
