"adm_0_name","adm_1_name","adm_2_name","full_name","ISO_A0","FAO_GAUL_code","RNE_iso_code","IBGE_code","calendar_start_date","calendar_end_date","Year","dengue_total","case_definition_standardised","S_res","T_res","UUID"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2010-08-01","2010-08-07",2010,3028,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2010-08-08","2010-08-14",2010,2648,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2010-08-15","2010-08-21",2010,2600,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2010-08-22","2010-08-28",2010,2456,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2010-08-29","2010-09-04",2010,2326,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2010-09-05","2010-09-11",2010,2085,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2010-09-12","2010-09-18",2010,1831,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2010-09-19","2010-09-25",2010,1773,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2010-09-26","2010-10-02",2010,1550,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2010-10-03","2010-10-09",2010,1511,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2010-10-10","2010-10-16",2010,1427,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2010-10-17","2010-10-23",2010,1296,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2010-10-24","2010-10-30",2010,1143,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2010-10-31","2010-11-06",2010,1167,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2010-11-07","2010-11-13",2010,1081,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2010-11-14","2010-11-20",2010,1010,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2010-11-21","2010-11-27",2010,906,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2010-11-28","2010-12-04",2010,897,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2010-12-05","2010-12-11",2010,944,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2010-12-12","2010-12-18",2010,835,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2010-12-19","2010-12-25",2010,739,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2010-12-26","2011-01-01",2010,720,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2011-01-02","2011-12-31",2011,1255,"Total","Admin0","Year","MOH-COL-2011-Y01-04"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2011-01-02","2011-01-08",2011,759,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2011-01-09","2011-01-15",2011,795,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2011-01-16","2011-01-22",2011,741,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2011-01-23","2011-01-29",2011,660,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2011-01-30","2011-02-05",2011,673,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2011-02-06","2011-02-12",2011,553,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2011-02-13","2011-02-19",2011,603,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2011-02-20","2011-02-26",2011,527,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2011-02-27","2011-03-05",2011,545,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2011-03-06","2011-03-12",2011,526,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2011-03-13","2011-03-19",2011,470,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2011-03-20","2011-03-26",2011,480,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2011-03-27","2011-04-02",2011,530,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2011-04-03","2011-04-09",2011,519,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2011-04-10","2011-04-16",2011,494,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2011-04-17","2011-04-23",2011,530,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2011-04-24","2011-04-30",2011,591,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2011-05-01","2011-05-07",2011,584,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2011-05-08","2011-05-14",2011,590,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2011-05-15","2011-05-21",2011,617,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2011-05-22","2011-05-28",2011,622,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2011-05-29","2011-06-04",2011,626,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2011-06-05","2011-06-11",2011,640,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2011-06-12","2011-06-18",2011,634,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2011-06-19","2011-06-25",2011,605,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2011-06-26","2011-07-02",2011,549,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2011-07-03","2011-07-09",2011,652,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2011-07-10","2011-07-16",2011,560,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2011-07-17","2011-07-23",2011,546,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2011-07-24","2011-07-30",2011,509,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2011-07-31","2011-08-06",2011,550,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2011-08-07","2011-08-13",2011,520,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2011-08-14","2011-08-20",2011,523,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2011-08-21","2011-08-27",2011,455,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2011-08-28","2011-09-03",2011,571,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2011-09-04","2011-09-10",2011,486,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2011-09-11","2011-09-17",2011,483,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2011-09-18","2011-09-24",2011,507,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2011-09-25","2011-10-01",2011,513,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2011-10-02","2011-10-08",2011,470,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2011-10-09","2011-10-15",2011,480,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2011-10-16","2011-10-22",2011,524,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2011-10-23","2011-10-29",2011,552,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2011-10-30","2011-11-05",2011,540,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2011-11-06","2011-11-12",2011,544,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2011-11-13","2011-11-19",2011,569,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2011-11-20","2011-11-26",2011,597,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2011-11-27","2011-12-03",2011,599,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2011-12-04","2011-12-10",2011,632,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2011-12-11","2011-12-17",2011,648,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2011-12-18","2011-12-24",2011,688,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2011-12-25","2011-12-31",2011,697,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2012-01-01","2012-12-29",2012,1448,"Total","Admin0","Year","MOH-COL-2012-Y01-05"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2012-04-08","2012-04-14",2012,905,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2012-04-29","2012-05-05",2012,1002,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2012-05-06","2012-05-12",2012,1033,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2012-05-20","2012-05-26",2012,1018,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2012-06-10","2012-06-16",2012,1063,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2012-06-24","2012-06-30",2012,1005,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2012-07-01","2012-07-07",2012,1019,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2012-07-15","2012-07-21",2012,948,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2012-07-29","2012-08-04",2012,950,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2012-09-02","2012-09-08",2012,994,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2012-09-23","2012-09-29",2012,953,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2012-10-07","2012-10-13",2012,1170,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2012-10-28","2012-11-03",2012,1136,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2012-11-11","2012-11-17",2012,1292,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2012-11-18","2012-11-24",2012,1375,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2012-12-02","2012-12-08",2012,1345,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2012-12-09","2012-12-15",2012,1448,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2012-12-30","2013-01-05",2012,1689,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2012-04-15","2012-04-21",2012,981,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2012-01-01","2012-01-07",2012,802,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2012-01-08","2012-01-14",2012,813,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2012-01-15","2012-01-21",2012,849,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2012-01-22","2012-01-28",2012,895,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2012-01-29","2012-02-04",2012,909,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2012-02-05","2012-02-11",2012,915,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2012-02-12","2012-02-18",2012,909,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2012-02-19","2012-02-25",2012,1061,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2012-02-26","2012-03-03",2012,1009,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2012-03-04","2012-03-10",2012,1004,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2012-03-11","2012-03-17",2012,869,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2012-03-18","2012-03-24",2012,920,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2012-03-25","2012-03-31",2012,742,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2012-04-01","2012-04-07",2012,795,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2012-04-22","2012-04-28",2012,929,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2012-05-13","2012-05-19",2012,986,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2012-05-27","2012-06-02",2012,1147,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2012-06-03","2012-06-09",2012,1111,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2012-06-17","2012-06-23",2012,1080,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2012-07-08","2012-07-14",2012,1018,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2012-07-22","2012-07-28",2012,951,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2012-08-05","2012-08-11",2012,902,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2012-08-12","2012-08-18",2012,950,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2012-08-19","2012-08-25",2012,902,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2012-08-26","2012-09-01",2012,1053,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2012-09-09","2012-09-15",2012,967,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2012-09-16","2012-09-22",2012,1052,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2012-09-30","2012-10-06",2012,1061,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2012-10-14","2012-10-20",2012,1174,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2012-10-21","2012-10-27",2012,1129,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2012-11-04","2012-11-10",2012,1232,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2012-11-25","2012-12-01",2012,1283,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2012-12-16","2012-12-22",2012,1283,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2012-12-23","2012-12-29",2012,1151,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2013-01-06","2013-01-12",2013,1765,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2013-01-13","2013-01-19",2013,1773,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2013-01-20","2013-01-26",2013,1917,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2013-02-10","2013-02-16",2013,1932,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2013-02-17","2013-02-23",2013,2060,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2013-02-24","2013-03-02",2013,2108,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2013-03-03","2013-03-09",2013,2189,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2013-03-10","2013-03-16",2013,2146,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2013-03-17","2013-03-23",2013,2050,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2013-03-24","2013-03-30",2013,2070,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2013-04-07","2013-04-13",2013,3084,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2013-04-14","2013-04-20",2013,3279,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2013-04-21","2013-04-27",2013,2924,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2013-04-28","2013-05-04",2013,2939,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2013-05-05","2013-05-11",2013,2877,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2013-05-12","2013-05-18",2013,2866,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2013-05-19","2013-05-25",2013,3109,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2013-05-26","2013-06-01",2013,3005,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2013-06-02","2013-06-08",2013,2763,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2013-06-09","2013-06-15",2013,2798,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2013-06-16","2013-06-22",2013,2844,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2013-06-23","2013-06-29",2013,2605,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2013-06-30","2013-07-06",2013,3056,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2013-07-07","2013-07-13",2013,3002,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2013-07-14","2013-07-20",2013,3013,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2013-07-21","2013-07-27",2013,2703,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2013-07-28","2013-08-03",2013,2435,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2013-08-04","2013-08-10",2013,2366,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2013-08-11","2013-08-17",2013,2167,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2013-08-18","2013-08-24",2013,2292,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
"COLOMBIA",NA,NA,"COLOMBIA","COL",54,"COL",NA,"2013-08-25","2013-08-31",2013,2048,"Total","Admin0","Week","MOH-COL-20072022-Y02-00"
